ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,full_text,keywords
0451625889,the prince,niccolo machiavelli,1952.0,signet book,http://images.amazon.com/images/P/0451625889.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451625889.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451625889.01.LZZZZZZZ.jpg,the prince niccolo machiavelli,[]
1558531025,lifes little instruction book lifes little instruction books paperback,h jackson brown,1991.0,thomas nelson,http://images.amazon.com/images/P/1558531025.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558531025.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558531025.01.LZZZZZZZ.jpg,lifes little instruction book lifes little instruction books paperback h jackson brown,"['brown', 'little', 'lifes', 'instruction', 'jackson', 'lifes little', 'books paperback', 'instruction books']"
0441783589,starship troopers,robert a heinlein,1987.0,ace books,http://images.amazon.com/images/P/0441783589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441783589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441783589.01.LZZZZZZZ.jpg,starship troopers robert a heinlein,[]
0394895894,the ruby in the smoke sally lockhart trilogy book 1,philip pullman,1988.0,laurel leaf,http://images.amazon.com/images/P/0394895894.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394895894.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394895894.01.LZZZZZZZ.jpg,the ruby in the smoke sally lockhart trilogy book 1 philip pullman,"['philip', 'smoke', 'sally', 'pullman', 'sally lockhart', 'book philip', 'ruby smoke', 'lockhart trilogy']"
1569871213,black beauty illustrated classics,anna sewell,1995.0,landoll,http://images.amazon.com/images/P/1569871213.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1569871213.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1569871213.01.LZZZZZZZ.jpg,black beauty illustrated classics anna sewell,"['classics', 'black', 'beauty', 'anna', 'sewell', 'illustrated', 'illustrated classics', 'anna sewell']"
0375410538,anils ghost,michael ondaatje,2000.0,knopf,http://images.amazon.com/images/P/0375410538.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375410538.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375410538.01.LZZZZZZZ.jpg,anils ghost michael ondaatje,[]
0966986105,prescription for terror,sandra levy ceren,1999.0,andrew scott publishers,http://images.amazon.com/images/P/0966986105.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0966986105.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0966986105.01.LZZZZZZZ.jpg,prescription for terror sandra levy ceren,"['levy', 'sandra', 'ceren', 'prescription', 'levy ceren', 'sandra levy', 'terror', 'prescription terror']"
087113375X,modern manners an etiquette book for rude people,pj orourke,1990.0,atlantic monthly press,http://images.amazon.com/images/P/087113375X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/087113375X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/087113375X.01.LZZZZZZZ.jpg,modern manners an etiquette book for rude people pj orourke,"['people', 'pj', 'modern', 'orourke', 'pj orourke', 'book rude', 'etiquette book', 'manners etiquette']"
0340767936,turning thirty,mike gayle,2000.0,hodder amp stoughton general division,http://images.amazon.com/images/P/0340767936.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0340767936.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0340767936.01.LZZZZZZZ.jpg,turning thirty mike gayle,[]
0743403843,decipher,stel pavlou,2002.0,simon amp schuster trade division,http://images.amazon.com/images/P/0743403843.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743403843.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743403843.01.LZZZZZZZ.jpg,decipher stel pavlou,[]
0060930365,my first cousin once removed money madness and the family of robert lowell,sarah payne stuart,1999.0,perennial,http://images.amazon.com/images/P/0060930365.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060930365.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060930365.01.LZZZZZZZ.jpg,my first cousin once removed money madness and the family of robert lowell sarah payne stuart,"['removed', 'money', 'lowell', 'stuart', 'sarah payne', 'cousin removed', 'family robert', 'money madness']"
0060177586,standing firm a vicepresidential memoir,dan quayle,1994.0,harpercollins,http://images.amazon.com/images/P/0060177586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060177586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060177586.01.LZZZZZZZ.jpg,standing firm a vicepresidential memoir dan quayle,"['standing', 'dan', 'memoir', 'standing firm', 'vicepresidential memoir', 'firm vicepresidential', 'quayle', 'dan quayle']"
0071416331,team bush leadership lessons from the bush white house,donald f kettl,2003.0,mcgrawhill,http://images.amazon.com/images/P/0071416331.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0071416331.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0071416331.01.LZZZZZZZ.jpg,team bush leadership lessons from the bush white house donald f kettl,"['white', 'house', 'team', 'lessons', 'donald', 'kettl', 'bush white', 'leadership lessons']"
0375509038,the right man the surprise presidency of george w bush,david frum,2003.0,random house,http://images.amazon.com/images/P/0375509038.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375509038.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375509038.01.LZZZZZZZ.jpg,the right man the surprise presidency of george w bush david frum,"['man', 'right', 'right man', 'surprise', 'david', 'frum', 'george bush', 'surprise presidency']"
0553062042,daybreakers louis lamour collection,louis lamour,1981.0,bantam doubleday dell,http://images.amazon.com/images/P/0553062042.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553062042.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553062042.01.LZZZZZZZ.jpg,daybreakers louis lamour collection louis lamour,"['collection', 'louis', 'lamour', 'daybreakers', 'lamour collection', 'louis lamour', 'collection louis', 'daybreakers louis']"
0316769487,the catcher in the rye,jd salinger,1991.0,little brown,http://images.amazon.com/images/P/0316769487.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316769487.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316769487.01.LZZZZZZZ.jpg,the catcher in the rye jd salinger,[]
8445071408,el senor de los anillos la comunidad del anillo lord of the rings spanish,j r r tolkien,2001.0,minotauro,http://images.amazon.com/images/P/8445071408.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8445071408.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8445071408.01.LZZZZZZZ.jpg,el senor de los anillos la comunidad del anillo lord of the rings spanish j r r tolkien,"['los', 'spanish', 'comunidad del', 'rings', 'el senor', 'anillos', 'lord rings', 'tolkien']"
8445071769,el senor de los anillos las dos torres lord of the rings paperback,j r r tolkien,2001.0,minotauro,http://images.amazon.com/images/P/8445071769.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8445071769.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8445071769.01.LZZZZZZZ.jpg,el senor de los anillos las dos torres lord of the rings paperback j r r tolkien,"['lord', 'senor', 'las', 'el', 'torres', 'anillos', 'rings paperback', 'paperback tolkien']"
8445071777,el senor de los anillos el retorno del rey tolkien j r r lord of the rings 3,j r r tolkien,2001.0,distribooks,http://images.amazon.com/images/P/8445071777.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8445071777.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8445071777.01.LZZZZZZZ.jpg,el senor de los anillos el retorno del rey tolkien j r r lord of the rings 3 j r r tolkien,"['del', 'senor', 'retorno', 'los', 'rey', 'rings', 'anillos', 'lord rings']"
0679429220,midnight in the garden of good and evil a savannah story,john berendt,1994.0,random house,http://images.amazon.com/images/P/0679429220.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679429220.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679429220.01.LZZZZZZZ.jpg,midnight in the garden of good and evil a savannah story john berendt,"['good', 'story', 'good evil', 'berendt', 'midnight', 'savannah', 'garden', 'john berendt']"
0671867156,pretend you dont see her,mary higgins clark,1998.0,pocket,http://images.amazon.com/images/P/0671867156.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867156.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867156.01.LZZZZZZZ.jpg,pretend you dont see her mary higgins clark,"['dont', 'pretend', 'pretend dont', 'higgins', 'mary', 'dont mary', 'clark', 'higgins clark']"
0312252617,fast women,jennifer crusie,2001.0,st martins press,http://images.amazon.com/images/P/0312252617.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312252617.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312252617.01.LZZZZZZZ.jpg,fast women jennifer crusie,[]
0312261594,female intelligence,jane heller,2001.0,st martins press,http://images.amazon.com/images/P/0312261594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312261594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312261594.01.LZZZZZZZ.jpg,female intelligence jane heller,[]
0316748641,pasquales nose idle days in an italian town,michael rips,2002.0,back bay books,http://images.amazon.com/images/P/0316748641.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316748641.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316748641.01.LZZZZZZZ.jpg,pasquales nose idle days in an italian town michael rips,"['idle', 'days', 'pasquales', 'rips', 'italian', 'italian town', 'michael rips', 'nose idle']"
0316973742,the gospel of judas a novel,simon mawer,2002.0,back bay books,http://images.amazon.com/images/P/0316973742.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316973742.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316973742.01.LZZZZZZZ.jpg,the gospel of judas a novel simon mawer,"['mawer', 'novel', 'simon', 'simon mawer', 'gospel', 'novel simon', 'judas', 'gospel judas']"
0385235941,prize stories 1987 the ohenry awards,william abrahams,1987.0,doubleday books,http://images.amazon.com/images/P/0385235941.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385235941.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385235941.01.LZZZZZZZ.jpg,prize stories 1987 the ohenry awards william abrahams,"['ohenry', 'william', '1987', 'stories', 'abrahams', '1987 ohenry', 'awards', 'prize stories']"
0446677450,rich dad poor dad what the rich teach their kids about moneythat the poor and middle class do not,robert t kiyosaki,2000.0,warner books,http://images.amazon.com/images/P/0446677450.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446677450.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446677450.01.LZZZZZZZ.jpg,rich dad poor dad what the rich teach their kids about moneythat the poor and middle class do not robert t kiyosaki,"['kids', 'kiyosaki', 'moneythat', 'class robert', 'poor middle', 'robert kiyosaki', 'teach kids', 'dad rich']"
0451166892,the pillars of the earth,ken follett,1996.0,signet book,http://images.amazon.com/images/P/0451166892.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451166892.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451166892.01.LZZZZZZZ.jpg,the pillars of the earth ken follett,[]
0553347594,mcdonalds behind the arches,john f love,1995.0,bantam,http://images.amazon.com/images/P/0553347594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553347594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553347594.01.LZZZZZZZ.jpg,mcdonalds behind the arches john f love,[]
0671621009,creating wealth retire in ten years using allens seven principles of wealth,robert g allen,1986.0,fireside,http://images.amazon.com/images/P/0671621009.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671621009.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671621009.01.LZZZZZZZ.jpg,creating wealth retire in ten years using allens seven principles of wealth robert g allen,"['seven', 'creating', 'years', 'principles', 'robert', 'using allens', 'retire years', 'creating wealth']"
067976397X,corellis mandolin a novel,louis de bernieres,1995.0,vintage,http://images.amazon.com/images/P/067976397X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067976397X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067976397X.01.LZZZZZZZ.jpg,corellis mandolin a novel louis de bernieres,"['louis', 'novel', 'bernieres', 'corellis', 'novel louis', 'louis bernieres', 'mandolin novel', 'corellis mandolin']"
0684822733,love miracles and animal healing a heartwarming look at the spiritual bond between animals and humans,pam proctor,1996.0,fireside,http://images.amazon.com/images/P/0684822733.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684822733.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684822733.01.LZZZZZZZ.jpg,love miracles and animal healing a heartwarming look at the spiritual bond between animals and humans pam proctor,"['heartwarming look', 'pam', 'animals humans', 'look spiritual', 'proctor', 'bond animals', 'healing heartwarming', 'miracles']"
0786868716,the five people you meet in heaven,mitch albom,2003.0,hyperion,http://images.amazon.com/images/P/0786868716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786868716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786868716.01.LZZZZZZZ.jpg,the five people you meet in heaven mitch albom,"['people', 'meet', 'people meet', 'heaven', 'mitch', 'albom', 'meet heaven', 'mitch albom']"
8472238822,tu nombre escrito en el agua la sonrisa vertical,irene gonzalez frei,2002.0,tusquets,http://images.amazon.com/images/P/8472238822.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8472238822.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8472238822.01.LZZZZZZZ.jpg,tu nombre escrito en el agua la sonrisa vertical irene gonzalez frei,"['frei', 'vertical', 'agua', 'nombre', 'vertical irene', 'gonzalez', 'sonrisa', 'escrito en']"
0671864769,relics star trek the next generation,michael jan friedman,1992.0,star trek,http://images.amazon.com/images/P/0671864769.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671864769.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671864769.01.LZZZZZZZ.jpg,relics star trek the next generation michael jan friedman,"['generation', 'michael', 'star', 'jan', 'trek', 'trek generation', 'friedman', 'relics']"
0671521519,bless the beasts and children bless the beasts and children,glendon swarthout,1995.0,pocket,http://images.amazon.com/images/P/0671521519.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671521519.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671521519.01.LZZZZZZZ.jpg,bless the beasts and children bless the beasts and children glendon swarthout,"['bless', 'children', 'glendon', 'beasts', 'children glendon', 'children bless', 'swarthout', 'bless beasts']"
0440222303,the touch of your shadow the whisper of your name babylon 5 book 5,neal barrett jr,1996.0,dell,http://images.amazon.com/images/P/0440222303.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440222303.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440222303.01.LZZZZZZZ.jpg,the touch of your shadow the whisper of your name babylon 5 book 5 neal barrett jr,"['neal', 'jr', 'barrett', 'babylon', 'book neal', 'whisper', 'babylon book', 'touch shadow']"
0312953453,blood oath,david morrell,1994.0,st martins press,http://images.amazon.com/images/P/0312953453.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312953453.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312953453.01.LZZZZZZZ.jpg,blood oath david morrell,[]
0446608653,the alibi,sandra brown,2000.0,warner books,http://images.amazon.com/images/P/0446608653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446608653.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446608653.01.LZZZZZZZ.jpg,the alibi sandra brown,[]
0446612545,the beach house,james patterson,2003.0,warner books,http://images.amazon.com/images/P/0446612545.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612545.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612545.01.LZZZZZZZ.jpg,the beach house james patterson,[]
0446612618,a kiss remembered,sandra brown,2003.0,warner books,http://images.amazon.com/images/P/0446612618.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612618.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612618.01.LZZZZZZZ.jpg,a kiss remembered sandra brown,[]
0451208080,the short forever,stuart woods,2003.0,signet book,http://images.amazon.com/images/P/0451208080.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451208080.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451208080.01.LZZZZZZZ.jpg,the short forever stuart woods,[]
0553584383,dead aim,iris johansen,2004.0,bantam books,http://images.amazon.com/images/P/0553584383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553584383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553584383.01.LZZZZZZZ.jpg,dead aim iris johansen,[]
0671027360,angels amp demons,dan brown,2001.0,pocket star,http://images.amazon.com/images/P/0671027360.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027360.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027360.01.LZZZZZZZ.jpg,angels amp demons dan brown,"['brown', 'amp', 'dan', 'angels', 'dan brown', 'demons', 'angels amp', 'amp demons']"
0812575954,the deal,joe hutsko,2000.0,tor books mm,http://images.amazon.com/images/P/0812575954.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812575954.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812575954.01.LZZZZZZZ.jpg,the deal joe hutsko,[]
